State,District,Lat,Lon,Actual,Normal,Dept,Category,Cumulative_Actual,Cumulative_Normal,Cumulative_Dept,Cumulative_Category,Source_Page,SNo,Data_Date,Match_Type,Match_Score
ASSAM,JORHAT,26.711,94.264,4.3,9.9,-56.0,D,434.4,588.1,-26.0,D,2,18,2026-07-22,EXACT,100
ASSAM,KAMRUP METROPOLITAN,26.13,91.888,20.5,5.5,272.0,LE,395.8,545.9,-28.0,D,2,19,2026-07-22,EXACT,100
ASSAM,KAMRUP RURAL,26.1,91.415,17.6,9.5,85.0,LE,218.8,683.6,-68.0,LD,2,20,2026-07-22,EXACT,100
ASSAM,KARBI ANGLONG,26.157,93.405,41.9,5.6,648.0,LE,224.5,372.1,-40.0,D,2,21,2026-07-22,EXACT,100
ASSAM,KOKRAJHAR,26.494,90.117,0.4,27.3,-98.0,LD,1443.7,1414.8,2.0,N,2,22,2026-07-22,EXACT,100
ASSAM,LAKHIMPUR,27.174,94.141,9.8,15.6,-37.0,D,1118.0,988.7,13.0,N,2,23,2026-07-22,EXACT,100
ASSAM,MAJULI,26.999,94.292,0.0,9.9,-100.0,NR,545.0,588.1,-7.0,N,2,24,2026-07-22,EXACT,100
ASSAM,MORIGAON,26.282,92.284,12.2,7.9,54.0,E,284.3,527.6,-46.0,D,2,25,2026-07-22,EXACT,100
ASSAM,NAGAON,26.362,92.754,3.0,9.7,-69.0,LD,179.2,484.1,-63.0,LD,3,26,2026-07-22,EXACT,100
ASSAM,NALBARI,26.371,91.382,10.1,13.6,-26.0,D,348.8,854.6,-59.0,D,3,27,2026-07-22,EXACT,100
ASSAM,SIBSAGAR,26.97,94.66,0.2,9.3,-98.0,LD,392.3,565.6,-31.0,D,3,28,2026-07-22,EXACT,100
ASSAM,SONITPUR,26.757,92.699,34.1,6.0,469.0,LE,445.0,579.1,-23.0,D,3,29,2026-07-22,EXACT,100
ASSAM,SOUTH SALMARA,25.918,89.962,12.8,,,,1154.6,,,,3,30,2026-07-22,EXACT,100
ASSAM,SRIBHUMI,24.868637,92.360548,16.5,22.9,-28.0,D,955.2,1097.1,-13.0,N,3,31,2026-07-22,EXACT,100
ASSAM,TAMULPUR,26.69,91.1,23.6,13.1,80.0,LE,708.0,767.3,-8.0,N,3,32,2026-07-22,EXACT,100
ASSAM,TINSUKIA,27.58,95.62,7.7,14.4,-47.0,D,730.2,697.9,5.0,N,3,33,2026-07-22,EXACT,100
ASSAM,UDALGURI,26.73,92.032,28.5,15.6,83.0,LE,307.3,787.0,-61.0,LD,3,34,2026-07-22,EXACT,100
ASSAM,WEST KARBI ANGLONG,25.85,92.533,3.8,5.9,-36.0,D,207.8,323.3,-36.0,D,3,35,2026-07-22,EXACT,100
BIHAR,ARARIA,26.198,87.362,1.9,14.5,-87.0,LD,480.5,625.4,-23.0,D,8,1,2026-07-22,EXACT,100
BIHAR,ARWAL,25.163,84.677,4.2,3.4,24.0,E,120.4,276.6,-56.0,D,8,2,2026-07-22,EXACT,100
BIHAR,AURANGABAD,24.791,84.408,4.9,7.7,-36.0,D,188.6,338.9,-44.0,D,8,3,2026-07-22,EXACT,100
BIHAR,BANKA,24.854,86.838,5.4,10.0,-46.0,D,159.3,359.7,-56.0,D,9,4,2026-07-22,EXACT,100
BIHAR,BEGUSARAI,25.497,86.13,16.0,7.5,113.0,LE,298.9,404.3,-26.0,D,9,5,2026-07-22,EXACT,100
BIHAR,BHABUA,24.992,83.606,5.0,5.6,-11.0,N,149.1,316.3,-53.0,D,9,6,2026-07-22,EXACT,100
BIHAR,BHAGALPUR,25.27,87.083,13.7,12.6,8.0,N,187.0,405.5,-54.0,D,9,7,2026-07-22,EXACT,100
BIHAR,BHOJPUR,25.474,84.54,2.5,4.6,-45.0,D,154.5,343.9,-55.0,D,9,8,2026-07-22,EXACT,100
BIHAR,BUXAR,25.487,84.094,0.8,5.1,-85.0,LD,206.1,312.9,-34.0,D,9,9,2026-07-22,EXACT,100
BIHAR,DARBHANGA,26.085,86.055,3.0,7.1,-58.0,D,208.9,374.3,-44.0,D,9,10,2026-07-22,EXACT,100
BIHAR,EAST CHAMPARAN,26.618,84.922,1.3,8.8,-86.0,LD,299.3,433.6,-31.0,D,9,11,2026-07-22,EXACT,100
BIHAR,GAYA,24.697,84.934,8.8,6.0,47.0,E,150.2,339.9,-56.0,D,9,12,2026-07-22,EXACT,100
BIHAR,GOPALGANJ,26.444,84.374,0.5,6.0,-91.0,LD,322.8,398.2,-19.0,N,9,13,2026-07-22,EXACT,100
BIHAR,JAHANABAD,25.155,85.017,2.1,4.8,-56.0,D,103.1,340.8,-70.0,LD,9,14,2026-07-22,EXACT,100
BIHAR,JAMUI,24.785,86.293,1.8,9.4,-81.0,LD,174.1,391.4,-56.0,D,9,15,2026-07-22,EXACT,100
BIHAR,KATIHAR,25.55,87.64,11.1,13.6,-18.0,N,287.7,478.5,-40.0,D,9,16,2026-07-22,EXACT,100
BIHAR,KHAGARIA,25.511,86.601,14.4,10.7,35.0,E,352.2,419.2,-16.0,N,9,17,2026-07-22,EXACT,100
BIHAR,KISHANGANJ,26.296,87.939,3.6,16.8,-78.0,LD,659.4,806.0,-18.0,N,9,18,2026-07-22,EXACT,100
BIHAR,LAKHISARAI,25.162,86.137,5.4,10.5,-48.0,D,336.5,367.0,-8.0,N,9,19,2026-07-22,EXACT,100
BIHAR,MADHEPURA,25.822,86.898,10.1,10.4,-3.0,N,282.0,448.4,-37.0,D,9,20,2026-07-22,EXACT,100
BIHAR,MADHUBANI,26.402,86.222,0.2,10.6,-98.0,LD,285.0,419.2,-32.0,D,9,21,2026-07-22,EXACT,100
BIHAR,MUNGER,25.21,86.526,15.0,9.0,67.0,LE,279.3,418.4,-33.0,D,9,22,2026-07-22,EXACT,100
BIHAR,MUZAFFARPUR,26.152,85.329,1.2,5.8,-79.0,LD,204.6,404.9,-49.0,D,9,23,2026-07-22,EXACT,100
BIHAR,NALANDA,25.219,85.448,9.1,7.4,22.0,E,180.4,344.0,-48.0,D,9,24,2026-07-22,EXACT,100
BIHAR,NAWADA,24.811,85.59,4.9,6.0,-19.0,N,171.6,341.0,-50.0,D,9,25,2026-07-22,EXACT,100
BIHAR,PATNA,25.455,85.227,2.8,6.6,-57.0,D,186.8,366.8,-49.0,D,9,26,2026-07-22,EXACT,100
BIHAR,PURNEA,25.815,87.404,2.1,14.3,-85.0,LD,369.0,638.5,-42.0,D,9,27,2026-07-22,EXACT,100
BIHAR,ROHTAS,24.98,84.026,3.9,7.5,-48.0,D,166.5,323.8,-49.0,D,9,28,2026-07-22,EXACT,100
BIHAR,SAHARSA,25.814,86.591,1.5,9.9,-84.0,LD,228.8,472.9,-52.0,D,9,29,2026-07-22,EXACT,100
BIHAR,SAMASTIPUR,25.774,85.865,3.4,6.4,-47.0,D,201.5,391.0,-48.0,D,10,30,2026-07-22,EXACT,100
BIHAR,SARAN,25.904,84.826,1.0,6.2,-84.0,LD,210.0,363.8,-42.0,D,10,31,2026-07-22,EXACT,100
BIHAR,SHEIKHPURA,25.126,85.839,9.2,7.9,17.0,N,214.6,351.1,-39.0,D,10,32,2026-07-22,EXACT,100
BIHAR,SHEOHAR,26.498,85.301,9.4,9.3,2.0,N,253.9,449.3,-43.0,D,10,33,2026-07-22,EXACT,100
BIHAR,SITAMARHI,26.585,85.552,0.5,10.1,-95.0,LD,190.2,446.5,-57.0,D,10,34,2026-07-22,EXACT,100
BIHAR,SIWAN,26.162,84.386,0.6,4.1,-85.0,LD,374.0,359.8,4.0,N,10,35,2026-07-22,EXACT,100
BIHAR,SUPAUL,26.245,86.808,1.2,9.4,-88.0,LD,418.5,493.4,-15.0,N,10,36,2026-07-22,EXACT,100
BIHAR,VAISHALI,25.768,85.367,4.1,8.2,-50.0,D,237.8,368.6,-35.0,D,10,37,2026-07-22,EXACT,100
BIHAR,WEST CHAMPARAN,27.081,84.338,0.6,10.7,-94.0,LD,403.1,505.6,-20.0,D,10,38,2026-07-22,EXACT,100
CHANDIGARH,CHANDIGARH,30.729,76.781,,,,,,,,,,,,UNMATCHED,
CHHATTISGARH,BALOD,20.742,81.188,54.8,10.9,403.0,LE,402.5,410.5,-2.0,N,24,1,2026-07-22,EXACT,100
CHHATTISGARH,BALODA BAZAR,21.582,82.327,39.8,18.6,114.0,LE,489.1,381.0,28.0,E,24,2,2026-07-22,EXACT,100
KARNATAKA,BENGALURU URBAN,12.952,77.594,,,,,,,,,,,,UNMATCHED,
CHHATTISGARH,BASTAR,19.082,81.868,12.4,12.6,-2.0,N,304.2,491.3,-38.0,D,24,4,2026-07-22,EXACT,100
CHHATTISGARH,BEMETARA,21.709,81.524,15.2,16.9,-10.0,N,267.9,422.1,-37.0,D,24,5,2026-07-22,EXACT,100
CHHATTISGARH,BIJAPUR,18.843,80.776,10.7,14.6,-27.0,D,370.3,511.0,-28.0,D,24,6,2026-07-22,EXACT,100
CHHATTISGARH,BILASPUR,22.406,82.073,40.4,13.7,195.0,LE,492.7,410.1,20.0,E,24,7,2026-07-22,EXACT,100
CHHATTISGARH,DANTEWADA,18.864,81.378,9.1,9.3,-2.0,N,384.9,496.4,-22.0,D,24,8,2026-07-22,EXACT,100
CHHATTISGARH,DHAMTARI,20.555,81.809,37.3,18.4,103.0,LE,382.6,431.8,-11.0,N,24,9,2026-07-22,EXACT,100
CHHATTISGARH,DURG,21.22,81.383,39.4,15.5,154.0,LE,402.4,412.9,-3.0,N,25,10,2026-07-22,EXACT,100
CHHATTISGARH,GARIABAND,20.449,82.235,23.8,14.4,65.0,LE,439.0,419.7,5.0,N,25,11,2026-07-22,EXACT,100
TAMILNADU,RANIPET,12.952,79.459,0.0,3.0,-100.0,NR,74.0,142.3,-48.0,D,29,22,2026-07-22,EXACT,100
CHHATTISGARH,JANJGIR,21.928,82.734,51.6,19.0,172.0,LE,573.5,415.7,38.0,E,25,13,2026-07-22,EXACT,100
CHHATTISGARH,JASHPUR,22.801,83.862,23.0,17.5,31.0,E,314.7,576.5,-45.0,D,25,14,2026-07-22,EXACT,100
CHHATTISGARH,KABIRDHAM,22.093,81.222,30.7,9.9,210.0,LE,271.2,335.2,-19.0,N,25,15,2026-07-22,EXACT,100
CHHATTISGARH,KANKER,20.138,81.123,31.2,23.2,34.0,E,257.9,514.2,-50.0,D,25,16,2026-07-22,EXACT,100
CHHATTISGARH,KHAIRAGARH CHH GANDAI,21.417937,80.981938,17.9,10.4,72.0,LE,292.0,287.0,2.0,N,25,17,2026-07-22,EXACT,100
CHHATTISGARH,KONDAGAON,19.746,81.665,16.2,13.0,25.0,E,279.4,456.8,-39.0,D,25,18,2026-07-22,EXACT,100
CHHATTISGARH,KORBA,22.534,82.609,58.8,17.9,229.0,LE,457.2,500.1,-9.0,N,25,19,2026-07-22,EXACT,100
CHHATTISGARH,GAURELA PENDRA MARWAHI,22.83,81.95,8.0,11.1,-28.0,D,392.8,432.4,-9.0,N,25,12,2026-07-22,EXACT,100
CHHATTISGARH,MAHASAMUND,21.208,82.608,26.0,22.3,17.0,N,452.5,418.6,8.0,N,25,21,2026-07-22,EXACT,100
CHHATTISGARH,MANENDRAGARH BHARATPUR,23.596607,82.058294,25.0,14.4,74.0,LE,355.7,454.5,-22.0,D,25,22,2026-07-22,EXACT,100
CHHATTISGARH,MOHALA MANPUR CHOWKI,20.85,80.75,62.3,14.1,342.0,LE,265.7,427.2,-38.0,D,25,23,2026-07-22,EXACT,100
CHHATTISGARH,MUNGELI,22.241,81.73,47.6,14.0,240.0,LE,525.6,395.7,33.0,E,25,24,2026-07-22,EXACT,100
CHHATTISGARH,NARAYANPUR,19.57,81.086,23.8,19.1,25.0,E,407.3,484.6,-16.0,N,25,25,2026-07-22,EXACT,100
CHHATTISGARH,RAIGARH,22.085,83.303,63.4,17.2,268.0,LE,416.3,470.8,-12.0,N,25,26,2026-07-22,EXACT,100
CHHATTISGARH,RAIPUR,21.286,81.82,49.6,16.2,206.0,LE,450.8,400.3,13.0,N,25,27,2026-07-22,EXACT,100
CHHATTISGARH,RAJNANDGAON,21.04,80.82,58.0,11.3,413.0,LE,369.8,424.8,-13.0,N,25,28,2026-07-22,EXACT,100
CHHATTISGARH,SAKTI,22.03,82.96,49.8,17.6,183.0,LE,468.6,435.1,8.0,N,25,29,2026-07-22,EXACT,100
CHHATTISGARH,SARANGARH BILAIGARH,21.59,83.08,39.9,18.2,119.0,LE,613.7,373.8,64.0,LE,25,30,2026-07-22,EXACT,100
CHHATTISGARH,SUKMA,18.256,81.347,4.3,12.2,-65.0,LD,309.0,473.9,-35.0,D,25,31,2026-07-22,EXACT,100
CHHATTISGARH,SURAJPUR,23.402,82.883,61.4,15.6,294.0,LE,424.7,484.8,-12.0,N,25,32,2026-07-22,EXACT,100
CHHATTISGARH,SURGUJA,22.929,83.227,41.5,11.9,249.0,LE,250.9,494.5,-49.0,D,25,33,2026-07-22,EXACT,100
DADRA & NAGAR HAVELI AND DAMAN & DIU (UT),DADARA & NAGAR HAVELI,20.194,73.071,233.6,34.5,577.0,LE,1349.2,1045.5,29.0,E,22,1,2026-07-22,EXACT,100
DADRA & NAGAR HAVELI AND DAMAN & DIU (UT),DAMAN,20.414,72.859,294.6,34.5,754.0,LE,1584.1,1045.5,52.0,E,22,2,2026-07-22,EXACT,100
DADRA & NAGAR HAVELI AND DAMAN & DIU (UT),DIU,20.72,70.938,6.4,10.9,-41.0,D,585.0,419.7,39.0,E,22,1,2026-07-22,EXACT,100
DELHI,CENTRAL DELHI,28.694,77.216,,,,,,,,,,,,UNMATCHED,
DELHI,EAST DELHI,28.62,77.296,,,,,,,,,,,,UNMATCHED,
DELHI,NEW DELHI,28.577,77.147,,,,,,,,,,,,UNMATCHED,
DELHI,NORTH DELHI,28.794,77.108,,,,,,,,,,,,UNMATCHED,
DELHI,NORTH EAST DELHI,28.719,77.257,,,,,,,,,,,,UNMATCHED,
DELHI,NORTH WEST DELHI,28.727,77.042,,,,,,,,,,,,UNMATCHED,
DELHI,SOUTH DELHI,28.483,77.191,,,,,,,,,,,,UNMATCHED,
DELHI,SOUTH EAST DELHI,28.543,77.274,,,,,,,,,,,,UNMATCHED,
DELHI,SOUTH WEST DELHI,28.576,76.967,,,,,,,,,,,,UNMATCHED,
DELHI,WEST DELHI,28.656,77.065,,,,,,,,,,,,UNMATCHED,
GOA,NORTH GOA,15.581,73.973,19.4,36.7,-47.0,D,923.9,1702.0,-46.0,D,23,1,2026-07-22,EXACT,100
GOA,SOUTH GOA,15.222,74.107,48.9,37.6,30.0,E,1135.8,1639.1,-31.0,D,23,2,2026-07-22,EXACT,100
GUJARAT,AHMEDABAD,22.785,72.246,3.7,6.4,-43.0,D,128.4,254.3,-50.0,D,21,1,2026-07-22,EXACT,100
GUJARAT,AMRELI,21.425,71.249,4.2,8.8,-52.0,D,328.1,275.3,19.0,N,22,1,2026-07-22,EXACT,100
GUJARAT,ANAND,22.46,72.787,10.1,8.9,14.0,N,132.1,310.3,-57.0,D,21,2,2026-07-22,EXACT,100
GUJARAT,ARAVALLI,23.468,73.328,1.4,8.4,-84.0,LD,134.6,293.4,-54.0,D,21,3,2026-07-22,EXACT,100
GUJARAT,BANASKANTHA,24.287,72.026,0.4,4.8,-92.0,LD,60.1,202.4,-70.0,LD,21,4,2026-07-22,EXACT,100
GUJARAT,BHARUCH,21.787,72.933,30.7,7.9,289.0,LE,289.2,313.4,-8.0,N,21,5,2026-07-22,EXACT,100
GUJARAT,BHAVNAGAR,21.585,71.913,10.6,5.2,104.0,LE,256.9,255.0,1.0,N,22,2,2026-07-22,EXACT,100
GUJARAT,BOTAD,22.117,71.699,4.8,6.5,-27.0,D,166.3,229.8,-28.0,D,22,3,2026-07-22,EXACT,100
GUJARAT,CHHOTA UDEPUR,22.219,73.873,2.0,10.8,-81.0,LD,149.6,363.2,-59.0,D,21,6,2026-07-22,EXACT,100
GUJARAT,DAHOD,22.862,74.113,1.7,5.8,-71.0,LD,101.9,268.6,-62.0,LD,21,7,2026-07-22,EXACT,100
GUJARAT,DANGS,20.804,73.701,149.8,20.4,634.0,LE,1110.8,886.5,25.0,E,21,8,2026-07-22,EXACT,100
GUJARAT,DEVBHOOMI DWARKA,22.124,69.464,2.0,3.7,-46.0,D,11.9,255.5,-95.0,LD,22,4,2026-07-22,EXACT,100
GUJARAT,GANDHINAGAR,23.255,72.695,0.3,8.2,-96.0,LD,113.7,273.7,-58.0,D,21,9,2026-07-22,EXACT,100
GUJARAT,GIR SOMNATH,20.966,70.776,3.8,13.5,-72.0,LD,427.0,449.7,-5.0,N,22,5,2026-07-22,EXACT,100
GUJARAT,JAMNAGAR,22.333,70.207,2.8,6.6,-57.0,D,77.2,276.6,-72.0,LD,22,6,2026-07-22,EXACT,100
GUJARAT,JUNAGADH,21.372,70.412,8.9,14.3,-38.0,D,495.4,435.3,14.0,N,22,7,2026-07-22,EXACT,100
GUJARAT,KHEDA,22.837,72.952,2.3,8.0,-71.0,LD,172.8,288.7,-40.0,D,21,10,2026-07-22,EXACT,100
GUJARAT,KUTCH,23.646,69.908,1.2,3.8,-68.0,LD,20.1,146.4,-86.0,LD,22,8,2026-07-22,EXACT,100
GUJARAT,MAHISAGAR,23.188,73.647,0.0,7.0,-100.0,NR,226.6,276.1,-18.0,N,21,11,2026-07-22,EXACT,100
GUJARAT,MEHSANA,23.611,72.466,0.4,5.7,-94.0,LD,139.3,251.6,-45.0,D,21,12,2026-07-22,EXACT,100
GUJARAT,MORBI,22.83,70.917,15.4,8.1,90.0,LE,93.8,229.3,-59.0,D,22,9,2026-07-22,EXACT,100
GUJARAT,NARMADA,21.737,73.645,12.8,11.1,16.0,N,235.1,390.9,-40.0,D,21,13,2026-07-22,EXACT,100
GUJARAT,NAVSARI,20.816,73.092,160.5,24.8,547.0,LE,1256.1,819.7,53.0,E,21,14,2026-07-22,EXACT,100
GUJARAT,PANCHMAHAL,22.72,73.626,1.6,10.4,-85.0,LD,286.7,323.0,-11.0,N,21,15,2026-07-22,EXACT,100
GUJARAT,PATAN,23.77,71.758,0.3,4.6,-93.0,LD,116.3,187.5,-38.0,D,21,16,2026-07-22,EXACT,100
GUJARAT,PORBANDAR,21.655,69.777,7.3,7.2,1.0,N,118.3,328.3,-64.0,LD,22,10,2026-07-22,EXACT,100
GUJARAT,RAJKOT,22.021,70.744,7.6,8.9,-15.0,N,159.9,281.6,-43.0,D,22,11,2026-07-22,EXACT,100
GUJARAT,SABARKANTHA,23.807,73.033,3.1,8.8,-65.0,LD,117.0,300.9,-61.0,LD,22,17,2026-07-22,EXACT,100
GUJARAT,SURAT,21.267,73.075,76.7,19.8,287.0,LE,812.1,591.9,37.0,E,22,18,2026-07-22,EXACT,100
GUJARAT,SURENDRANAGAR,22.764,71.593,5.0,7.0,-28.0,D,136.2,212.1,-36.0,D,22,12,2026-07-22,EXACT,100
GUJARAT,TAPI,21.191,73.627,71.1,21.8,226.0,LE,623.9,577.5,8.0,N,22,19,2026-07-22,EXACT,100
GUJARAT,VADODARA,22.248,73.242,16.4,10.8,51.0,E,187.2,343.3,-45.0,D,22,20,2026-07-22,EXACT,100
GUJARAT,VALSAD,20.418,73.119,227.2,26.4,761.0,LE,1291.4,947.0,36.0,E,22,21,2026-07-22,EXACT,100
HARYANA,AMBALA,30.326,76.936,1.7,11.5,-85.0,LD,137.4,327.1,-58.0,D,13,1,2026-07-22,EXACT,100
